1647972870768008298	1647972870768008194
1647972870818006914	1647972870832246980
1647972870868010249	1647972870868010136
1647972870918037615	1647972870937944974
1647972870967979597	1647972870967979551
1647972871017972220	1647972871037976898
1647972871067965596	1647972871081009735
1647972871117992310	1647972871137016191
1647972871168003442	1647972871180977817
1647972871217975721	1647972871237011617
1647972871267978944	1647972871274629582
1647972871317970817	1647972871336903239
1647972871368032789	1647972871387192299
1647972871417997108	1647972871430975153
1647972871468029393	1647972871480823145
1647972871518084736	1647972871532206120
1647972871568069950	1647972871588201488
1647972871618063863	1647972871637945362
1647972871668040642	1647972871688119039
1647972871718075503	1647972871732092916
1647972871768044937	1647972871788051457
1647972871818017208	1647972871838028576
1647972871868064284	1647972871868064112
1647972871918090291	1647972871937980770
1647972871968056678	1647972871982166371
1647972872018059057	1647972872038071309
1647972872068108118	1647972872088068967
1647972872118040387	1647972872125986380
1647972872168100270	1647972872182279278
1647972872218051692	1647972872232184168
1647972872268055678	1647972872276291640
1647972872318051524	1647972872331915662
1647972872368123724	1647972872388230891
1647972872418090518	1647972872432200174
1647972872468099150	1647972872488058250
1647972872518083294	1647972872538062576
1647972872568089837	1647972872588112758
1647972872618080487	1647972872632046313
1647972872668096351	1647972872668096187
1647972872718083784	1647972872726127205
1647972872768059640	1647972872781898088
1647972872818055908	1647972872818055793
1647972872868095781	1647972872882175526
1647972872918109466	1647972872937885442
1647972872968106351	1647972872982283651
1647972873018059309	1647972873038190019
1647972873068118582	1647972873088023148
1647972873118119153	1647972873138103003
1647972873168128697	1647972873175730511
1647972873218109017	1647972873232077801
1647972873268100497	1647972873275972370
1647972873318103661	1647972873326043157
1647972873368149497	1647972873376084157
1647972873418127345	1647972873425724560
1647972873468128057	1647972873476098508
1647972873518131547	1647972873532019883
1647972873568147801	1647972873588022204
1647972873618088173	1647972873638059629
1647972873668067571	1647972873680820405
1647972873718070439	1647972873731889548
1647972873768128888	1647972873775909384
1647972873818070034	1647972873831878743
1647972873868071342	1647972873868071296
1647972873918063476	1647972873918063429
1647972873968105916	1647972873987830162
1647972874018067565	1647972874031870736
1647972874068075237	1647972874087834553
1647972874118077012	1647972874125873657
1647972874168074535	1647972874181835282
1647972874218068996	1647972874231858049
1647972874268076168	1647972874281858569
1647972874318083731	1647972874331894087
1647972874368082243	1647972874375493877
1647972874418065242	1647972874431829946
1647972874468083857	1647972874487795497
1647972874518092269	1647972874531801154
1647972874568086528	1647972874581542972
1647972874618116718	1647972874637989428
1647972874668175996	1647972874683113644
1647972874718195711	1647972874733036117
1647972874768123597	1647972874775618743
1647972874818147474	1647972874839236756
1647972874868150980	1647972874887948753
1647972874918129556	1647972874938971996
1647972874968131937	1647972874976042986
1647972875018216162	1647972875037898754
1647972875068154838	1647972875068154681
1647972875118191616	1647972875126039344
1647972875168179620	1647972875181860066
1647972875218166330	1647972875232042322
1647972875268209455	1647972875281983498
1647972875318177613	1647972875325923646
1647972875368186610	1647972875375822430
1647972875418202559	1647972875426186439
1647972875468147500	1647972875488189714
1647972875518221852	1647972875531941610
1647972875568185721	1647972875581963702
1647972875618189145	1647972875632045950
1647972875668183023	1647972875676053096
1647972875718176607	1647972875738237774
1647972875768152338	1647972875782011547
1647972875818174561	1647972875818174438
1647972875868192572	1647972875882183921
1647972875918201110	1647972875918200963
1647972875968150859	1647972875988051023
1647972876018180520	1647972876037782142
1647972876068200524	1647972876076106965
1647972876118155183	1647972876132094915
1647972876168209283	1647972876181897712
1647972876218169436	1647972876225934696
1647972876268198216	1647972876281915412
1647972876318228358	1647972876331949066
1647972876368212934	1647972876381972016
1647972876418251669	1647972876432101158
1647972876468233788	1647972876482045535
1647972876518272568	1647972876525956643
1647972876568209709	1647972876575968226
1647972876618168747	1647972876638061970
1647972876668237139	1647972876687957202
1647972876718252925	1647972876731817964
1647972876768211433	1647972876781874190
1647972876818191042	1647972876831994186
1647972876868211146	1647972876881979271
1647972876918205981	1647972876931860311
1647972876968229972	1647972876987907882
1647972877018199076	1647972877033833255
1647972877068253959	1647972877083616520
1647972877118202789	1647972877126028254
1647972877168278028	1647972877182091695
1647972877218259284	1647972877232045448
1647972877268228020	1647972877275994422
1647972877318290160	1647972877338262620
